,User ID,Date,Date Week,Year Week,Month,Day,Hour,Question ID,Bundle ID,Q Cat.,User answer,Correct answer,Result,Answer duration,Class
760001,U995,2019-10-23,2019-10 W42,2019 W42,10,23,0,1189,b1189,2,2,3,Incorrect,0.35,Class #2
2903919,U4308,2019-09-06,2019-09 W35,2019 W35,9,6,1,3951,b2483,5,1,1,Correct,0.4,Class #5
4457347,U7657,2019-09-26,2019-09 W38,2019 W38,9,26,4,131,b131,1,3,3,Correct,0.3166666666666666,Class #7
196724,U296,2019-07-06,2019-07 W26,2019 W26,7,6,7,6710,b5124,6,3,3,Correct,0.6375,Class #1
210080,U307,2019-08-14,2019-08 W32,2019 W32,8,14,7,6918,b5206,6,1,3,Incorrect,0.3583333333333333,Class #1
3316278,U5378,2019-09-07,2019-09 W35,2019 W35,9,7,3,3521,b2107,4,1,1,Correct,0.4388833333333333,Class #5
8306651,U311581,2018-12-02,2018-12 W48,2018 W48,12,2,13,881,b881,2,2,2,Correct,0.3166666666666666,Class #13
9080728,U370582,2019-02-23,2019-02 W07,2019 W07,2,23,17,1177,b1177,2,1,1,Correct,0.1666666666666666,Class #14
4209872,U7399,2019-05-21,2019-05 W20,2019 W20,5,21,7,802,b802,2,2,2,Correct,0.2333333333333333,Class #7
109909,U204,2019-01-05,2019-01 W00,2019 W00,1,5,7,4024,b2556,5,1,1,Correct,0.2166666666666666,Class #1
12392419,U746253,2019-10-17,2019-10 W41,2019 W41,10,17,20,5960,b4492,5,1,3,Incorrect,1.5666666666666669,Class #19
53083,U118,2019-07-05,2019-07 W26,2019 W26,7,5,17,1057,b1057,2,2,2,Correct,0.0166666666666666,Class #1
1304738,U1566,2019-07-15,2019-07 W28,2019 W28,7,15,17,8570,b5921,5,1,1,Correct,0.6166666666666667,Class #2
3038697,U4646,2019-08-03,2019-08 W30,2019 W30,8,3,18,11584,b8479,6,1,4,Incorrect,0.3166666666666666,Class #5
6398463,U13992,2019-01-26,2019-01 W03,2019 W03,1,26,11,9807,b7158,5,3,1,Incorrect,0.2,Class #10
12885663,U760637,2019-10-24,2019-10 W42,2019 W42,10,24,0,7522,b5369,7,3,3,Correct,1.02,Class #20
7715305,U269148,2018-10-01,2018-10 W40,2018 W40,10,1,4,5952,b4484,5,1,1,Correct,0.3333333333333333,Class #12
8253516,U306227,2018-11-30,2018-11 W48,2018 W48,11,30,8,10639,b7921,6,3,3,Correct,0.75,Class #13
9627110,U401798,2019-01-09,2019-01 W01,2019 W01,1,9,4,6641,b5107,6,1,1,Correct,0.4625,Class #14
12517230,U750656,2019-10-31,2019-10 W43,2019 W43,10,31,7,4282,b2814,5,3,3,Correct,0.1,Class #19
11870044,U642517,2019-07-09,2019-07 W27,2019 W27,7,9,13,6874,b5195,6,2,2,Correct,0.5875,Class #18
10988334,U527222,2019-03-20,2019-03 W11,2019 W11,3,20,10,334,b334,2,3,3,Correct,0.2333333333333333,Class #16
1878142,U2468,2019-08-15,2019-08 W32,2019 W32,8,15,16,1686,b1496,3,1,1,Correct,0.0611,Class #3
13023988,U765672,2019-11-15,2019-11 W45,2019 W45,11,15,2,7963,b5498,7,3,3,Correct,0.74445,Class #20
12701789,U758470,2019-11-20,2019-11 W46,2019 W46,11,20,20,11637,b8492,6,1,1,Correct,1.2166666666666666,Class #19
13416250,U819830,2019-11-17,2019-11 W45,2019 W45,11,17,20,1115,b1115,2,2,3,Incorrect,0.25,Class #20
309020,U376,2019-05-16,2019-05 W19,2019 W19,5,16,14,4146,b2678,5,1,1,Correct,0.5333333333333333,Class #1
7137848,U20258,2019-11-20,2019-11 W46,2019 W46,11,20,10,17740,b11806,7,1,4,Incorrect,2.04,Class #11
3354574,U5456,2019-05-27,2019-05 W21,2019 W21,5,27,17,5780,b4312,5,2,2,Correct,0.1,Class #5
5095647,U9389,2019-04-22,2019-04 W16,2019 W16,4,22,14,4236,b2768,5,1,1,Correct,0.9166666666666666,Class #8
9580902,U398172,2019-01-05,2019-01 W00,2019 W00,1,5,15,4847,b3379,5,4,4,Correct,0.1833333333333332,Class #14
7197087,U248336,2018-10-23,2018-10 W43,2018 W43,10,23,14,10988,b8041,1,1,1,Correct,0.35,Class #11
3061715,U4670,2019-09-21,2019-09 W37,2019 W37,9,21,9,1126,b1126,2,3,3,Correct,0.2833333333333333,Class #5
134211,U233,2019-07-23,2019-07 W29,2019 W29,7,23,6,1199,b1199,2,1,1,Correct,0.2833333333333333,Class #1
12751146,U758594,2019-10-20,2019-10 W41,2019 W41,10,20,16,2459,b1753,3,4,4,Correct,0.4222166666666667,Class #19
10286138,U466522,2019-03-05,2019-03 W09,2019 W09,3,5,7,1452,b1418,3,1,1,Correct,0.3888833333333333,Class #15
7119166,U20061,2019-11-11,2019-11 W45,2019 W45,11,11,2,17975,b12038,2,2,2,Correct,0.3,Class #11
1922796,U2606,2019-08-28,2019-08 W34,2019 W34,8,28,12,11840,b8543,6,3,3,Correct,0.4583333333333333,Class #3
12317938,U709308,2019-11-03,2019-11 W43,2019 W43,11,3,8,9386,b6737,5,2,2,Correct,0.7666666666666667,Class #18
8254303,U306227,2018-12-23,2018-12 W51,2018 W51,12,23,8,1748,b1516,3,3,3,Correct,0.5166666666666667,Class #13
12037586,U676105,2019-11-12,2019-11 W45,2019 W45,11,12,20,1179,b1179,2,1,1,Correct,0.3166666666666666,Class #18
11792133,U627886,2019-07-08,2019-07 W27,2019 W27,7,8,11,9815,b7166,5,1,1,Correct,0.2,Class #18
9272030,U382674,2019-02-07,2019-02 W05,2019 W05,2,7,8,5743,b4275,5,4,4,Correct,0.3,Class #14
6828903,U17053,2019-07-30,2019-07 W30,2019 W30,7,30,11,5045,b3577,5,2,3,Incorrect,0.2333333333333333,Class #11
12177669,U683003,2019-09-30,2019-09 W39,2019 W39,9,30,1,5353,b3885,5,3,1,Incorrect,0.5333333333333333,Class #18
4892245,U8736,2019-06-24,2019-06 W25,2019 W25,6,24,16,2825,b1875,4,3,2,Incorrect,0.4888833333333333,Class #8
5468483,U10342,2019-11-06,2019-11 W44,2019 W44,11,6,1,3353,b2051,4,2,3,Incorrect,0.40555,Class #8
12287058,U697233,2019-11-13,2019-11 W45,2019 W45,11,13,13,2978,b1926,4,2,2,Correct,0.45,Class #18
12648033,U758237,2019-11-23,2019-11 W46,2019 W46,11,23,13,10871,b7981,6,2,2,Correct,0.8125,Class #19
3163100,U4993,2018-12-28,2018-12 W52,2018 W52,12,28,14,6976,b5220,6,1,1,Correct,0.8333333333333334,Class #5
7529088,U260319,2018-11-18,2018-11 W46,2018 W46,11,18,20,2520,b1774,3,1,1,Correct,0.3166666666666666,Class #12
11046026,U533468,2019-03-16,2019-03 W10,2019 W10,3,16,5,4031,b2563,5,2,2,Correct,0.1666666666666666,Class #17
13272224,U800356,2019-11-15,2019-11 W45,2019 W45,11,15,6,2768,b1856,4,2,2,Correct,0.15555,Class #20
6160852,U12700,2019-03-31,2019-03 W12,2019 W12,3,31,12,3027,b1943,4,3,3,Correct,0.2111,Class #9
5606668,U10842,2019-10-23,2019-10 W42,2019 W42,10,23,5,9069,b6420,5,1,1,Correct,0.45,Class #9
4233180,U7419,2019-10-17,2019-10 W41,2019 W41,10,17,21,17115,b11352,5,2,2,Correct,0.7666666666666667,Class #7
11959017,U666178,2019-08-22,2019-08 W33,2019 W33,8,22,10,1813,b1538,3,2,2,Correct,0.3666666666666665,Class #18
9093158,U371806,2019-06-16,2019-06 W23,2019 W23,6,16,9,4569,b3101,5,2,2,Correct,0.25,Class #14
10927442,U524133,2019-03-26,2019-03 W12,2019 W12,3,26,14,7009,b5229,7,1,1,Correct,2.15,Class #16
1714536,U2243,2019-01-15,2019-01 W02,2019 W02,1,15,15,591,b591,2,2,2,Correct,0.25,Class #3
570269,U715,2019-03-19,2019-03 W11,2019 W11,3,19,5,4101,b2633,5,1,2,Incorrect,0.3,Class #1
10326008,U469708,2019-07-22,2019-07 W29,2019 W29,7,22,3,7450,b5352,7,3,2,Incorrect,1.05,Class #15
11709768,U616456,2019-08-05,2019-08 W31,2019 W31,8,5,10,10026,b7377,5,2,2,Correct,0.4833333333333333,Class #18
753129,U995,2019-10-11,2019-10 W40,2019 W40,10,11,0,1096,b1096,2,2,2,Correct,0.2666666666666666,Class #2
11314092,U562874,2019-04-29,2019-04 W17,2019 W17,4,29,10,2498,b1766,3,1,2,Incorrect,0.50555,Class #17
13206221,U794655,2019-11-19,2019-11 W46,2019 W46,11,19,9,2398,b1733,3,1,2,Incorrect,0.3611166666666665,Class #20
5360043,U10109,2019-11-16,2019-11 W45,2019 W45,11,16,23,17984,b12047,2,1,1,Correct,0.2833333333333333,Class #8
7240685,U249462,2018-09-04,2018-09 W36,2018 W36,9,4,16,6681,b5117,6,4,4,Correct,0.4166666666666667,Class #11
6069549,U12321,2019-09-20,2019-09 W37,2019 W37,9,20,15,3557,b2119,4,4,4,Correct,0.1333333333333333,Class #9
4439038,U7610,2019-09-02,2019-09 W35,2019 W35,9,2,8,527,b527,2,2,2,Correct,0.35,Class #7
9081649,U370582,2019-03-07,2019-03 W09,2019 W09,3,7,17,3681,b2213,5,1,1,Correct,0.7333333333333333,Class #14
109845,U204,2018-12-17,2018-12 W51,2018 W51,12,17,11,7040,b5237,7,1,2,Incorrect,0.75,Class #1
1673582,U2141,2019-10-25,2019-10 W42,2019 W42,10,25,6,9007,b6358,5,2,1,Incorrect,1.3,Class #3
8459764,U324584,2019-06-21,2019-06 W24,2019 W24,6,21,5,1845,b1549,3,4,4,Correct,0.4222166666666667,Class #13
5823178,U11457,2019-04-06,2019-04 W13,2019 W13,4,6,14,4210,b2742,5,4,4,Correct,0.35,Class #9
3963535,U6907,2019-09-03,2019-09 W35,2019 W35,9,3,14,6967,b5218,6,2,2,Correct,0.7666666666666667,Class #6
7422330,U256434,2018-11-09,2018-11 W45,2018 W45,11,9,17,6081,b4613,5,2,3,Incorrect,0.35,Class #11
4942784,U8917,2019-07-19,2019-07 W28,2019 W28,7,19,15,1738,b1513,3,2,1,Incorrect,0.1,Class #8
8537102,U328896,2019-07-23,2019-07 W29,2019 W29,7,23,16,6677,b5116,6,4,4,Correct,0.35,Class #13
10683684,U501535,2019-03-08,2019-03 W09,2019 W09,3,8,4,11897,b8557,6,2,2,Correct,0.25,Class #16
1317890,U1578,2019-07-07,2019-07 W26,2019 W26,7,7,15,1369,b1369,2,3,3,Correct,0.3166666666666666,Class #2
10780217,U511620,2019-06-11,2019-06 W23,2019 W23,6,11,10,9633,b6984,5,2,2,Correct,0.55,Class #16
10329444,U469781,2019-05-04,2019-05 W17,2019 W17,5,4,0,9096,b6447,5,3,3,Correct,0.4666666666666667,Class #15
2265993,U3191,2019-06-18,2019-06 W24,2019 W24,6,18,15,2584,b1795,3,1,1,Correct,0.3222166666666666,Class #4
6017778,U12162,2019-08-22,2019-08 W33,2019 W33,8,22,17,9536,b6887,5,1,1,Correct,1.4333333333333331,Class #9
2378318,U3328,2019-11-19,2019-11 W46,2019 W46,11,19,5,8396,b5747,5,4,4,Correct,0.7833333333333333,Class #4
5970129,U11991,2019-08-18,2019-08 W32,2019 W32,8,18,18,6835,b5185,6,1,2,Incorrect,0.5166666666666667,Class #9
468105,U579,2019-06-26,2019-06 W25,2019 W25,6,26,10,5727,b4259,5,1,3,Incorrect,0.5666666666666667,Class #1
831719,U1096,2019-08-04,2019-08 W30,2019 W30,8,4,4,3094,b1965,4,1,1,Correct,0.4333333333333333,Class #2
11529169,U584403,2019-05-31,2019-05 W21,2019 W21,5,31,9,9813,b7164,5,1,1,Correct,0.1,Class #17
4950088,U8939,2019-08-28,2019-08 W34,2019 W34,8,28,8,7053,b5239,7,4,4,Correct,0.3166666666666666,Class #8
9762169,U413647,2019-04-24,2019-04 W16,2019 W16,4,24,8,2863,b1888,4,1,1,Correct,0.4833333333333333,Class #15
10116713,U446223,2019-06-08,2019-06 W22,2019 W22,6,8,11,6537,b5069,5,4,4,Correct,0.3833333333333333,Class #15
12967868,U763545,2019-11-15,2019-11 W45,2019 W45,11,15,8,11305,b8333,4,2,2,Correct,0.45,Class #20
5441722,U10318,2019-07-21,2019-07 W28,2019 W28,7,21,10,7236,b5296,7,2,4,Incorrect,1.0222166666666668,Class #8
3316411,U5378,2019-09-09,2019-09 W36,2019 W36,9,9,2,6007,b4539,5,2,1,Incorrect,0.4666666666666667,Class #5
10097356,U444643,2019-03-01,2019-03 W08,2019 W08,3,1,9,1281,b1281,2,2,2,Correct,0.3,Class #15
170562,U267,2019-06-25,2019-06 W25,2019 W25,6,25,16,8658,b6009,5,2,2,Correct,0.4166666666666667,Class #1
11116455,U540027,2019-04-28,2019-04 W16,2019 W16,4,28,5,1399,b1399,2,2,2,Correct,0.3166666666666666,Class #17
6912455,U18041,2019-11-17,2019-11 W45,2019 W45,11,17,14,8707,b6058,5,1,1,Correct,0.5,Class #11
129689,U233,2019-11-01,2019-11 W43,2019 W43,11,1,13,17987,b12050,2,3,3,Correct,0.3,Class #1
13092232,U789136,2019-11-21,2019-11 W46,2019 W46,11,21,9,1314,b1314,2,2,2,Correct,0.3166666666666666,Class #20
64195,U126,2019-06-18,2019-06 W24,2019 W24,6,18,5,3071,b1957,4,2,2,Correct,0.0666666666666666,Class #1
1002933,U1274,2019-09-26,2019-09 W38,2019 W38,9,26,10,3515,b2105,4,4,4,Correct,0.1,Class #2
11873608,U643255,2019-08-15,2019-08 W32,2019 W32,8,15,16,11769,b8525,6,4,4,Correct,0.5791666666666667,Class #18
12327942,U726345,2019-08-27,2019-08 W34,2019 W34,8,27,12,982,b982,2,3,3,Correct,0.3333333333333333,Class #19
4003725,U6986,2019-08-21,2019-08 W33,2019 W33,8,21,8,9172,b6523,5,2,2,Correct,0.55,Class #6
96923,U192,2019-07-13,2019-07 W27,2019 W27,7,13,5,5237,b3769,5,4,4,Correct,0.1666666666666666,Class #1
4112639,U7313,2019-09-05,2019-09 W35,2019 W35,9,5,16,5649,b4181,5,4,4,Correct,0.25,Class #7
9555167,U396096,2019-11-07,2019-11 W44,2019 W44,11,7,13,17302,b11539,5,2,1,Incorrect,0.25,Class #14
11427624,U571515,2019-05-16,2019-05 W19,2019 W19,5,16,7,10869,b7981,6,1,3,Incorrect,0.4833333333333333,Class #17
1381994,U1625,2019-06-10,2019-06 W23,2019 W23,6,10,11,6571,b5089,6,2,2,Correct,0.2541666666666666,Class #3
7707388,U268793,2019-01-11,2019-01 W01,2019 W01,1,11,14,6069,b4601,5,1,1,Correct,0.4833333333333333,Class #12
3414199,U5555,2019-11-25,2019-11 W47,2019 W47,11,25,12,3978,b2510,5,3,3,Correct,0.3166666666666666,Class #6
7583896,U262083,2019-03-15,2019-03 W10,2019 W10,3,15,12,9777,b7128,5,2,2,Correct,0.4333333333333333,Class #12
3083596,U4731,2019-09-26,2019-09 W38,2019 W38,9,26,8,11523,b8464,6,2,2,Correct,0.6125,Class #5
5950452,U11913,2019-09-14,2019-09 W36,2019 W36,9,14,16,1144,b1144,2,2,2,Correct,0.2666666666666666,Class #9
5362846,U10123,2019-04-24,2019-04 W16,2019 W16,4,24,3,204,b204,2,1,1,Correct,0.15,Class #8
2873837,U4245,2019-08-18,2019-08 W32,2019 W32,8,18,15,6795,b5175,6,1,1,Correct,0.3166666666666666,Class #5
8711953,U344221,2019-04-17,2019-04 W15,2019 W15,4,17,2,6856,b5190,6,2,2,Correct,0.4291666666666665,Class #13
12575001,U754907,2019-11-03,2019-11 W43,2019 W43,11,3,23,5275,b3807,5,1,2,Incorrect,0.4666666666666667,Class #19
3184197,U5025,2019-08-09,2019-08 W31,2019 W31,8,9,7,10884,b7985,6,3,1,Incorrect,0.375,Class #5
12001655,U675520,2019-10-01,2019-10 W39,2019 W39,10,1,3,11939,b8568,6,4,4,Correct,0.3625,Class #18
13381064,U811274,2019-11-13,2019-11 W45,2019 W45,11,13,0,8259,b5692,7,4,4,Correct,0.59,Class #20
6002375,U12110,2019-09-20,2019-09 W37,2019 W37,9,20,6,4528,b3060,5,3,3,Correct,0.4666666666666667,Class #9
2888414,U4264,2019-10-20,2019-10 W41,2019 W41,10,20,21,1761,b1521,3,4,4,Correct,0.50555,Class #5
372585,U461,2019-08-08,2019-08 W31,2019 W31,8,8,13,2761,b1854,4,1,1,Correct,0.4222166666666667,Class #1
13272430,U800356,2019-11-16,2019-11 W45,2019 W45,11,16,21,17997,b12060,2,1,1,Correct,0.3166666666666666,Class #20
3493131,U5638,2019-09-05,2019-09 W35,2019 W35,9,5,7,784,b784,2,2,2,Correct,0.5,Class #6
6147423,U12655,2019-09-01,2019-09 W34,2019 W34,9,1,8,3247,b2016,4,2,1,Incorrect,0.6166666666666667,Class #9
4787563,U8465,2019-08-01,2019-08 W30,2019 W30,8,1,15,6972,b5219,6,3,4,Incorrect,0.575,Class #7
9947913,U425602,2019-10-18,2019-10 W41,2019 W41,10,18,6,9803,b7154,5,1,3,Incorrect,0.6333333333333333,Class #15
11822277,U633864,2019-09-18,2019-09 W37,2019 W37,9,18,18,2969,b1923,4,3,3,Correct,0.15555,Class #18
3438267,U5581,2019-08-20,2019-08 W33,2019 W33,8,20,11,980,b980,2,1,1,Correct,0.2833333333333333,Class #6
8709015,U344087,2019-03-22,2019-03 W11,2019 W11,3,22,14,5632,b4164,5,1,1,Correct,0.4833333333333333,Class #13
826191,U1073,2019-06-19,2019-06 W24,2019 W24,6,19,20,4788,b3320,5,1,4,Incorrect,1.1166666666666667,Class #2
8121538,U292831,2019-01-06,2019-01 W00,2019 W00,1,6,10,8795,b6146,5,4,4,Correct,0.1333333333333333,Class #12
1044799,U1314,2019-11-24,2019-11 W46,2019 W46,11,24,3,10610,b7914,6,4,3,Incorrect,0.7166666666666667,Class #2
13291878,U802100,2019-11-23,2019-11 W46,2019 W46,11,23,8,17202,b11439,5,1,1,Correct,0.1166666666666666,Class #20
9621460,U401307,2019-02-22,2019-02 W07,2019 W07,2,22,9,59,b59,1,2,2,Correct,0.3666666666666665,Class #14
5120190,U9426,2019-05-21,2019-05 W20,2019 W20,5,21,3,1206,b1206,2,3,3,Correct,0.25,Class #8
7573010,U261488,2018-11-08,2018-11 W45,2018 W45,11,8,4,10740,b7949,6,4,4,Correct,0.3791666666666666,Class #12
1621798,U2049,2019-07-23,2019-07 W29,2019 W29,7,23,12,6844,b5187,6,2,2,Correct,1.4166666666666667,Class #3
8513374,U327357,2018-12-01,2018-12 W48,2018 W48,12,1,17,1445,b1415,3,1,1,Correct,0.40555,Class #13
10551192,U491454,2019-03-27,2019-03 W12,2019 W12,3,27,16,5721,b4253,5,4,1,Incorrect,0.0666666666666666,Class #16
285894,U361,2019-06-12,2019-06 W23,2019 W23,6,12,10,5351,b3883,5,2,2,Correct,0.1333333333333333,Class #1
7158582,U206267,2019-09-21,2019-09 W37,2019 W37,9,21,5,1331,b1331,2,3,2,Incorrect,0.3333333333333333,Class #11
3689407,U6188,2019-11-14,2019-11 W45,2019 W45,11,14,21,8909,b6260,5,2,2,Correct,0.1,Class #6
5999350,U12108,2018-12-06,2018-12 W49,2018 W49,12,6,15,6703,b5122,6,2,2,Correct,0.4875,Class #9
6706975,U15950,2019-07-16,2019-07 W28,2019 W28,7,16,5,7506,b5366,7,3,3,Correct,1.2466666666666666,Class #10
6827655,U17040,2019-10-22,2019-10 W42,2019 W42,10,22,16,9337,b6688,5,1,1,Correct,0.25,Class #11
3028428,U4635,2019-08-14,2019-08 W32,2019 W32,8,14,7,2166,b1656,3,2,2,Correct,0.1166666666666666,Class #5
1277124,U1550,2019-04-10,2019-04 W14,2019 W14,4,10,1,9116,b6467,5,1,2,Incorrect,1.6333333333333333,Class #2
7880202,U278597,2018-12-04,2018-12 W49,2018 W49,12,4,11,849,b849,2,2,2,Correct,0.35,Class #12
1840873,U2423,2019-05-14,2019-05 W19,2019 W19,5,14,15,764,b764,2,3,2,Incorrect,0.25,Class #3
13055098,U766539,2019-10-26,2019-10 W42,2019 W42,10,26,11,6183,b4715,5,2,2,Correct,0.35,Class #20
1056884,U1326,2019-08-27,2019-08 W34,2019 W34,8,27,22,2223,b1675,3,1,4,Incorrect,0.3777666666666665,Class #2
7656864,U265492,2018-10-29,2018-10 W44,2018 W44,10,29,13,10989,b8042,1,3,3,Correct,0.3833333333333333,Class #12
1773730,U2327,2019-07-07,2019-07 W26,2019 W26,7,7,13,10647,b7923,6,1,3,Incorrect,0.3583333333333333,Class #3
2026636,U2808,2019-08-19,2019-08 W33,2019 W33,8,19,7,8365,b5716,5,1,2,Incorrect,0.5,Class #4
471374,U582,2019-06-13,2019-06 W23,2019 W23,6,13,11,4904,b3436,5,2,2,Correct,0.7,Class #1
6430258,U14206,2019-11-21,2019-11 W46,2019 W46,11,21,1,1237,b1237,2,1,2,Incorrect,0.3166666666666666,Class #10
11223830,U549334,2019-11-01,2019-11 W43,2019 W43,11,1,1,9791,b7142,5,2,2,Correct,0.5166666666666667,Class #17
1123320,U1378,2019-04-21,2019-04 W15,2019 W15,4,21,1,10317,b7668,5,2,2,Correct,0.3166666666666666,Class #2
2789525,U4074,2019-07-29,2019-07 W30,2019 W30,7,29,17,9838,b7189,5,3,3,Correct,0.4833333333333333,Class #5
435092,U531,2019-07-10,2019-07 W27,2019 W27,7,10,14,3911,b2443,5,2,4,Incorrect,1.8,Class #1
6168546,U12732,2019-04-08,2019-04 W14,2019 W14,4,8,8,704,b704,2,2,2,Correct,0.2833333333333333,Class #9
7448184,U257569,2018-10-05,2018-10 W40,2018 W40,10,5,11,750,b750,2,1,1,Correct,0.2833333333333333,Class #11
13110498,U790185,2019-11-18,2019-11 W46,2019 W46,11,18,14,8591,b5942,5,4,1,Incorrect,1.2666666666666666,Class #20
4607089,U7939,2019-08-12,2019-08 W32,2019 W32,8,12,14,5407,b3939,5,2,3,Incorrect,1.7666666666666666,Class #7
3016268,U4581,2019-08-12,2019-08 W32,2019 W32,8,12,6,1549,b1450,3,3,3,Correct,0.49445,Class #5
849950,U1136,2019-04-02,2019-04 W13,2019 W13,4,2,7,3009,b1937,4,1,1,Correct,0.35,Class #2
11942973,U662764,2019-08-11,2019-08 W31,2019 W31,8,11,18,3237,b2013,4,4,2,Incorrect,0.54445,Class #18
5678217,U10987,2019-08-15,2019-08 W32,2019 W32,8,15,13,3100,b1967,4,4,3,Incorrect,0.05,Class #9
12546889,U752871,2019-10-18,2019-10 W41,2019 W41,10,18,15,11890,b8555,6,4,4,Correct,0.3666666666666665,Class #19
5894838,U11752,2019-08-18,2019-08 W32,2019 W32,8,18,14,4308,b2840,5,4,3,Incorrect,0.2333333333333333,Class #9
12831350,U759263,2019-10-23,2019-10 W42,2019 W42,10,23,17,1175,b1175,2,1,1,Correct,0.2,Class #19
1035735,U1311,2019-07-21,2019-07 W28,2019 W28,7,21,3,3530,b2110,4,2,2,Correct,0.3388833333333333,Class #2
3199970,U5093,2019-08-13,2019-08 W32,2019 W32,8,13,13,1688,b1496,3,3,3,Correct,0.0833333333333333,Class #5
4627066,U7949,2019-10-25,2019-10 W42,2019 W42,10,25,15,10719,b7943,6,3,3,Correct,0.5541666666666667,Class #7
12841508,U759441,2019-10-22,2019-10 W42,2019 W42,10,22,9,7886,b5474,7,3,3,Correct,2.0933333333333333,Class #19
11632564,U602330,2019-06-20,2019-06 W24,2019 W24,6,20,14,6290,b4822,5,1,1,Correct,0.1666666666666666,Class #18
2012661,U2782,2019-10-18,2019-10 W41,2019 W41,10,18,18,2442,b1748,3,1,2,Incorrect,0.3888833333333333,Class #3
2403985,U3380,2019-10-30,2019-10 W43,2019 W43,10,30,16,17954,b12017,2,3,3,Correct,0.3,Class #4
6321355,U13430,2019-02-28,2019-02 W08,2019 W08,2,28,5,2895,b1899,4,4,4,Correct,0.3611166666666665,Class #10
7958594,U282553,2018-12-21,2018-12 W51,2018 W51,12,21,7,10782,b7959,6,1,1,Correct,1.2166666666666666,Class #12
10156996,U450518,2019-06-04,2019-06 W22,2019 W22,6,4,7,10070,b7421,5,2,1,Incorrect,0.4666666666666667,Class #15
11361816,U566339,2019-04-16,2019-04 W15,2019 W15,4,16,10,8668,b6019,5,2,2,Correct,0.4,Class #17
8273013,U307040,2018-12-12,2018-12 W50,2018 W50,12,12,8,7020,b5232,7,2,3,Incorrect,1.05,Class #13
13398673,U815721,2019-11-21,2019-11 W46,2019 W46,11,21,14,89,b89,1,2,1,Incorrect,0.5666666666666667,Class #20
900095,U1173,2019-05-16,2019-05 W19,2019 W19,5,16,2,3516,b2106,4,1,1,Correct,0.3722166666666665,Class #2
6559773,U15224,2019-10-26,2019-10 W42,2019 W42,10,26,20,11889,b8555,6,2,4,Incorrect,0.3625,Class #10
3291932,U5346,2019-10-20,2019-10 W41,2019 W41,10,20,2,4538,b3070,5,2,2,Correct,0.3666666666666665,Class #5
8033480,U286913,2018-10-29,2018-10 W44,2018 W44,10,29,12,6419,b4951,5,3,3,Correct,0.45,Class #12
980320,U1272,2019-04-16,2019-04 W15,2019 W15,4,16,0,780,b780,2,2,2,Correct,0.2833333333333333,Class #2
416862,U494,2019-02-11,2019-02 W06,2019 W06,2,11,14,3528,b2110,4,3,3,Correct,0.3333333333333333,Class #1
8874153,U355354,2019-06-02,2019-06 W21,2019 W21,6,2,12,1536,b1446,3,2,1,Incorrect,0.45,Class #13
13352089,U807063,2019-11-23,2019-11 W46,2019 W46,11,23,12,17633,b11750,3,3,3,Correct,0.4277833333333333,Class #20
5386490,U10181,2019-09-02,2019-09 W35,2019 W35,9,2,15,6171,b4703,5,2,4,Incorrect,0.4166666666666667,Class #8
13424632,U824916,2019-11-25,2019-11 W47,2019 W47,11,25,9,5416,b3948,5,4,4,Correct,0.2333333333333333,Class #20
6452968,U14386,2019-10-01,2019-10 W39,2019 W39,10,1,12,1273,b1273,2,3,3,Correct,0.2333333333333333,Class #10
12633234,U758165,2019-11-20,2019-11 W46,2019 W46,11,20,18,17424,b11653,7,1,1,Correct,0.8233333333333334,Class #19
6882099,U17708,2019-10-25,2019-10 W42,2019 W42,10,25,6,17873,b11936,2,3,3,Correct,0.2333333333333333,Class #11
5312914,U9881,2019-02-12,2019-02 W06,2019 W06,2,12,15,9729,b7080,5,1,1,Correct,0.2333333333333333,Class #8
9568166,U396726,2019-07-08,2019-07 W27,2019 W27,7,8,11,10636,b7920,6,3,2,Incorrect,0.5958333333333333,Class #14
3893567,U6820,2019-07-27,2019-07 W29,2019 W29,7,27,11,4076,b2608,5,1,1,Correct,0.2166666666666666,Class #6
13108601,U790185,2019-11-21,2019-11 W46,2019 W46,11,21,5,8193,b5664,5,3,3,Correct,0.9666666666666668,Class #20
2455839,U3465,2019-10-31,2019-10 W43,2019 W43,10,31,18,1078,b1078,2,3,3,Correct,0.3166666666666666,Class #4
11314476,U563121,2019-11-22,2019-11 W46,2019 W46,11,22,13,7457,b5353,7,4,4,Correct,1.0133333333333334,Class #17
11576116,U592151,2019-11-06,2019-11 W44,2019 W44,11,6,9,17281,b11518,5,4,4,Correct,0.0833333333333333,Class #17
7544231,U261180,2018-11-14,2018-11 W46,2018 W46,11,14,4,1110,b1110,2,1,3,Incorrect,0.25,Class #12
8448864,U322409,2019-03-22,2019-03 W11,2019 W11,3,22,17,8768,b6119,5,2,2,Correct,0.1666666666666666,Class #13
10726428,U505511,2019-04-12,2019-04 W14,2019 W14,4,12,10,3121,b1974,4,4,4,Correct,0.2722166666666666,Class #16
610099,U769,2019-09-25,2019-09 W38,2019 W38,9,25,2,6712,b5124,6,1,1,Correct,0.4375,Class #1
10973398,U526626,2019-10-17,2019-10 W41,2019 W41,10,17,1,1537,b1446,3,4,4,Correct,0.3888833333333333,Class #16
9996050,U432163,2019-01-20,2019-01 W02,2019 W02,1,20,10,9915,b7266,5,2,2,Correct,0.2333333333333333,Class #15
